Entry,Protein names
A0A4W3I7D3,Potassium voltage-gated channel subfamily H member 7
A0A1J4L0Q1,Ion transport domain-containing protein
A0A2I0UHR5,Voltage-dependent R-type calcium channel subunit alpha
T1FXF7,Ion transport domain-containing protein
A0A210QQT7,Cyclic nucleotide-gated cation channel alpha-3
A0A0R0JZ95,Beta-amylase (EC 3.2.1.2)
A0A1Q9DJC1,Potassium voltage-gated channel subfamily A member 7
A0A4W3KGD4,Transient receptor potential cation channel subfamily V member 5-like
Q62968,Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (Sensory neuron sodium channel) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8)
A0A5S6PQL6,ANK_REP_REGION domain-containing protein
A0A0L0TCL9,Ion transport domain-containing protein
A0A1Q9EY82,Cacna1c protein (Voltage-dependent L-type calcium channel subunit alpha-1C)
A0A1Q9ECE6,Calmodulin
A0A2F0B225,Potassium voltage-gated channel subfamily A member 10
R7UNL6,Potassium voltage-gated channel subfamily H member 8
A0A4W3J3S5,Voltage-dependent L-type calcium channel subunit alpha
A0A3P8GGW5,Ion transport domain-containing protein
A0A1R2BTQ3,MIR domain-containing protein
B7ZC96,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)"
A0A6A4WIV0,Potassium voltage-gated channel subfamily KQT member 5
A0A183A9I8,Cyclic nucleotide-binding domain-containing protein
A0A6P8Z4T4,BK channel (Maxi K channel)
A0A1Q9EHM7,Potassium voltage-gated channel subfamily B member 2
A0A4U5LTJ5,Ion transport domain-containing protein
A0A345UH68,Voltage-gated potassium channel
F2UPF2,Ion transport domain-containing protein
A0A210R561,Transient receptor potential cation channel subfamily V member 6
A0A2G8JJP9,Putative transient receptor potential cation channel subfamily A member 1 isoform X1
A0A6J8DKJ0,"Inositol 1,4,5-trisphosphate receptor"
A0A4Z2GV61,"Inositol 1,4,5-trisphosphate receptor type 2"
T1J0U2,Ion_trans domain-containing protein
A0A250X2G9,Cyclic nucleotide-binding domain-containing protein
A0A0U9HR89,EF-hand domain-containing protein
A0A1D1V6Z6,Cyclic nucleotide-binding domain-containing protein
A0A6J8BUB7,TRPM3
A0A1Q9F649,Cation channel sperm-associated protein 1
A0A7E6F5I3,transient receptor potential cation channel subfamily M member 3 isoform X7
A0A0S4JFZ3,"Calcium channel protein, putative"
A0A1D1VIK0,Ion_trans domain-containing protein
E0VVK1,"Cyclic nucleotide-gated cation channel beta, putative"
A0A2Z6S8P6,Ion transport domain-containing protein
R7TCC2,Ion transport domain-containing protein
Q9ER47,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (Voltage-gated potassium channel subunit Kv11.3)
A0A1S3K4F9,Voltage-dependent T-type calcium channel subunit alpha
F1QH36,Voltage-dependent L-type calcium channel subunit alpha
A0A4Z2GBK4,Potassium voltage-gated channel subfamily H member 7
A0A2T7PE75,Cyclic nucleotide-binding domain-containing protein
A0A8M3AXK0,"Transient receptor potential cation channel, subfamily C, member 5a (transient receptor potential cation channel, subfamily C, member 5a isoform 1) (transient receptor potential cation channel, subfamily C, member 5a isoform X1)"
A0A7M5V428,Uncharacterized protein
A0A6A4KV53,Cyclic nucleotide-binding domain-containing protein
A0A4E0S3G1,Ether a go-go isoform C
L1JET6,Ion transport domain-containing protein
A0A3M7QSQ0,Potassium voltage-gated channel eag-like
A0A3Q0KQ27,Putative voltage-gated potassium channel
R1EJA6,Ion transport domain-containing protein
A0A2P4SCS2,BTB domain-containing protein
A0A1Q9C385,Ribosomal large subunit pseudouridine synthase D
C5LQI5,"Inositol 1,4,5-trisphosphate receptor, putative"
A0A6P4Z2U2,Voltage-dependent L-type calcium channel subunit alpha
A0A3P7JCS6,Ion transport domain-containing protein
A0A1D2M1S9,Voltage-dependent calcium channel type D subunit alpha-1
A0A2F0B984,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
D6WPI0,Sodium/hydrogen exchanger 10-like Protein
A0A078AS47,Wd-40 repeat protein
A0A6J8E4P4,KCNC1
A0A6P4ZA56,Voltage-dependent T-type calcium channel subunit alpha
A0A6J8DK44,KCNA1
A0A1L8GWG3,potassium voltage-gated channel subfamily A member 1
B3RPG4,Ion transport domain-containing protein
A0A0M0JRP1,Transient receptor potential cation channel subfamily c member 3 splice variant c
A0A078A752,Wd-40 repeat protein
C1ED37,Voltage-gated ion channel superfamily
A0A4Y2CA21,Ion transport domain-containing protein
F1M7A1,"Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein"
A0A6H5HN07,Ion transport domain-containing protein
A0A6H5HU87,Ion transport domain-containing protein
A0A699YRR5,Ion transport domain-containing protein
A0A7M5XK87,Ion transport domain-containing protein
Q91YD4,Transient receptor potential cation channel subfamily M member 2 (Long transient receptor potential channel 2) (LTrpC-2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7)
A0A2D0N5A8,Ion transport domain-containing protein
A0A6A4WJ83,Ryanodine receptor
T1J5U5,B30.2/SPRY domain-containing protein
A0A0L0SM18,Ion transport domain-containing protein
E1ZFX6,EF-hand domain-containing protein
A0A0L0F852,Ion transport domain-containing protein
A0A2P8XBT9,Cyclic nucleotide-binding domain-containing protein
A0A250XB98,Cyclic nucleotide-binding domain-containing protein
A0A7I8V5B3,DgyrCDS271
A0A226ESR4,Voltage-dependent T-type calcium channel subunit alpha
G0QU33,Ion transport domain-containing protein
A0A078B4Q7,Cation channel family protein
T1H4Q6,Ion transport domain-containing protein
E0VHU9,"Inositol 1,4,5-trisphosphate receptor"
X6MHJ3,Ion transport domain-containing protein
L1INH8,Uncharacterized protein
A0A078ALX9,Serine threonine protein kinase
A0A0G4E9Y0,EF-hand domain-containing protein
A0A1V9XG83,Potassium voltage-gated channel protein Shab-like
A0A2G9SB29,Ion transport domain-containing protein
A0A078AWS3,Cyclic nucleotide-binding domain-containing protein
A0A0N4V2Y0,"Inositol 1,4,5-trisphosphate receptor"
A0A7T7JCD1,Ion transporter
H2Y2B7,Ion transport domain-containing protein
A0A1R2ASC2,Ion transport domain-containing protein
A0A6A4W5P1,Transient receptor potential cation channel protein painless
A0A267GRB8,Voltage-dependent T-type calcium channel subunit alpha
A0A267FD75,LSDAT_euk domain-containing protein
A0A0P0V919,Os01g0782800 protein
A0A4W3I298,Transient receptor potential cation channel subfamily M member 3
A0A2G9RVD4,Sodium channel protein
A0A090L8B1,Short transient receptor potential channel 5
A0A142EJC2,Ion transporter
A0A158QY81,Ion transport domain-containing protein
A0A1R2C1P3,Cyclic nucleotide-binding domain-containing protein
Q6N5Z7,Possible ion transporter
A0A183VS88,Cyclic nucleotide-binding domain-containing protein
A0A3M0AAI9,Voltage-gated potassium channel
A0A4W3IFP8,"Potassium voltage-gated channel, Shab-related subfamily, member 1"
O88759,Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3)
A0A1L8G672,potassium voltage-gated channel subfamily G member 3 isoform X2
A0A2A2J602,BTB domain-containing protein
A0A2Z6RK12,Ion transport domain-containing protein
A0A4W3IYD5,"Inositol 1,4,5-trisphosphate receptor"
A0A2R6WP57,Ion transport domain-containing protein
A0A0C2GWB6,Ion transport domain-containing protein
A0A6P4ZCK7,two pore calcium channel protein 1-like
A0A6P4Y0M2,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A6P7TCD4,"Inositol 1,4,5-trisphosphate receptor"
A0A1S3HNB5,Sodium channel protein
A0A2I0TMS9,Voltage-dependent calcium channel alpha-1 subunit IQ domain-containing protein
A0A087W1L7,Transient receptor potential cation channel
A0A1D2MEG4,Cation channel sperm-associated protein 4
U6H5L9,"Adenylyl cyclase, putative"
A0A068Y901,Voltage dependent L type calcium channel subunit
T1KEA1,BTB domain-containing protein
A0A6J8ENK7,ZZ-type domain-containing protein
A0A0P0WX94,Os06g0527300 protein
A0A3R7Q803,Pyrexia
A0A2G8KJB9,Putative potassium voltage-gated channel subfamily C member 1
A0A2G0CGF9,Ion transporter
A0A433SS78,Cyclic nucleotide-binding domain-containing protein
A0A507FK04,MIR domain-containing protein
V4AQE6,Uncharacterized protein
A0A139WB53,Voltage-dependent calcium channel type A subunit alpha-1-like Protein
P48994,Transient-receptor-potential-like protein
A0A0M0JN63,Transient receptor potential cation channel subfamily m member 1-like protein
Q5SUG2,"Calcium channel, voltage-dependent, T type, alpha 1G subunit"
A0A6P9AEV7,potassium voltage-gated channel protein Shaker isoform X10
A0A087TYK9,Voltage-dependent calcium channel type D subunit alpha-1
A0A6J8B9N0,KCNC1
Q9JJH7,Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein)
F0YKM2,Cyclic nucleotide-binding domain-containing protein
B3RIC6,Voltage-dependent L-type calcium channel subunit alpha
A0A078ACP2,Wd-40 repeat protein
A0A6G0UVK0,Ion_trans domain-containing protein
Q2JNH5,"Cation transporter, voltage-gated ion channel (VIC) family"
Q3Z9E6,Cation channel family protein
A0A6G0V2I8,Ion transport domain-containing protein
W7TBV1,Voltage-dependent l-type ca channel alpha 1 subunit
L1K0A7,EF-hand domain-containing protein
A0A6J8BQJ6,KCNC1
Q22DT2,BK channel (Maxi K channel)
A0A0C2G4F2,Ion transport domain-containing protein
A0A0M0LS97,Potassium voltage-gated channel subfamily h member 7
A0A6J8ENI7,KCNB1
A0A2Z7BEP9,Cyclic nucleotide-gated ion channel 1
A0A2T0FP10,Calcium-channel protein cch1
A0A6P7SWS8,two pore calcium channel protein 1-like
A0A5A8CEE3,Cyclic nucleotide-binding domain-containing protein
A0A1X7U8D4,Ion transport domain-containing protein
A0A016VLH1,KQT-like 1
A0A024GHZ7,Ion transport domain-containing protein
A0A1S3HWH0,transient receptor potential cation channel subfamily A member 1 isoform X2
A0A0N4Y7Q8,Cyclic nucleotide-binding domain-containing protein
R7SBC6,Ion transport domain-containing protein
A0A3Q0KRY5,"Putative transient receptor potential cation channel,subfamily m, member"
A0A653DFR9,Ion transport domain-containing protein
A0A5N5SXP8,Ion transport domain-containing protein
A0A553N945,Ion transport domain-containing protein
A0A2Z6Q2H0,Ion transport domain-containing protein
A0A0G4J0S5,EF-hand domain-containing protein
A0A5E4NGK9,Cyclic nucleotide-binding domain-containing protein
A0A7I8W9I7,DgyrCDS13066
A0A4S2LCF8,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A6P4XSS4,potassium voltage-gated channel protein Shal-like
A0A2J7ZGT2,Potassium voltage-gated channel subfamily H member 7
A0A654GY47,Voltage-dependent L-type calcium channel subunit alpha
A0A1Q9CWL5,Calmodulin
A0A0K9RKT4,EF-hand domain-containing protein
A0A5A7R5S4,Cyclic nucleotide-gated channel
L1I4U5,Cyclic nucleotide-binding domain-containing protein
A0A226EC35,Transient receptor potential channel pyrexia
A0A6P5A321,shaker-related potassium channel tsha2-like isoform X1
A0A3S0ZTB3,Cyclic nucleotide-binding domain-containing protein
A0A7I8W8J6,DgyrCDS12358
A0A3S3NPV1,Potassium voltage-gated channel protein Shaker-like isoform X3
A0A3P7KY85,Ion transport domain-containing protein
A0A6P8J0R8,potassium voltage-gated channel subfamily H member 6-like isoform X3
A0A6V7U854,Ion transport domain-containing protein
A0A2I0TF11,Potassium voltage-gated channel subfamily d member 3 isoform x1
A0A2G8JCZ8,Putative short transient receptor potential channel 3 isoform X2
A0A3E0WUA7,Voltage-gated sodium channel
A0A7M7MZ03,"Inositol 1,4,5-trisphosphate receptor"
K1PQ88,Cyclic nucleotide-gated cation channel beta-1
G0QVD5,Ion transport domain-containing protein
A0A3M7SXV2,Voltage-dependent non-L-type calcium channel alpha-1 subunit-like protein
A0A0V1DXL5,Potassium voltage-gated channel subfamily KQT member 5
E0W2H0,"Voltage-activated ion channel, putative"
A0A1R2CX34,Cyclic nucleotide-binding domain-containing protein
G0R652,Ion transport domain-containing protein
A0A5S9XXR7,(thale cress) hypothetical protein
A0A7I8X1D1,(pine wood nematode) hypothetical protein
A0A4Y7K287,Cyclic nucleotide-binding domain-containing protein
A0A6J8CGT6,Ion transport domain-containing protein
X6LZR4,Sodium channel protein type 9 subunit alpha
K1QF71,Potassium voltage-gated channel protein Shaw
A0A139AZ34,Ion transport domain-containing protein
Q94A76,Potassium channel GORK (Guard cell outward rectifying K(+) channel) (AtGORK)
A0A1Q9D7N1,Calmodulin
A0A6J8E7U9,TRPA1
A0A016VHG1,Ion transport domain-containing protein
Q9QZC1,Short transient receptor potential channel 3 (TrpC3) (Receptor-activated cation channel TRP3) (Transient receptor protein 3) (TRP-3) (mTrp3) (Trp-related protein 3)
A0A0N4Y401,Potassium voltage-gated channel subfamily F member 1 (inferred by orthology to a human protein)
A0A1Q9CAM6,Sodium channel protein 60E
A0A4W3HWC2,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)"
Q0JKV1,Potassium channel AKT1 (OsAKT1)
A0A165J1V2,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A2J6KBK2,Potassium channel
A0A1R2BFZ9,MIR domain-containing protein
A0A6J8ABF8,TRPV5
A0A7J7LE11,Ion transport domain-containing protein
A0A6P8IMI5,two pore calcium channel protein 2-like isoform X1
A0A1Q9BYZ6,Calmodulin
A0A0B2UZV4,Transient receptor potential-gamma protein
A0A2Z6RIL1,Ion transport domain-containing protein
A0A2G9TQU3,"Transporter, cation channel family protein"
A0A1X7V091,Ion transport domain-containing protein
V8NA16,Ion transport domain-containing protein
A0A0F5FFY1,Voltage-gated sodium channel
A0A3M2RGN7,Ion transport protein
A0A0G4EH57,Ion transport domain-containing protein
O88420,Sodium channel protein type 8 subunit alpha (Peripheral nerve protein type 4) (PN4) (Sodium channel 6) (NaCh6) (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6)
A0A078AAU0,Cation channel family protein
B7PWJ7,"Voltage-activated ion channel, putative (EC 2.7.11.12)"
A0A1X6NSI4,Ion transport domain-containing protein
F1LZS9,"Cation channel, sperm associated 3"
A0A0D8XIU9,"Transporter, cation channel family protein"
A0A2Z7AV97,Cyclic nucleotide-gated ion channel 4 isoform 1
S4RR27,Voltage-dependent L-type calcium channel 1c
A0A2K3N2R8,Potassium channel
A0A267FRA2,Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
A0A4Z0WCS9,Ion transporter
A0A1Q9EPF0,Voltage-dependent T-type calcium channel subunit alpha-1H
G0R243,Ion transport domain-containing protein
A0A3F2YY44,Uncharacterized protein
A0A482R4Y5,Ion transport domain-containing protein
A0A0V0QX41,p-loop containing nucleoside triphosphate hydrolase
A0A7E6EL95,BK channel (Maxi K channel)
Q9NSA2,Potassium voltage-gated channel subfamily D member 1 (Voltage-gated potassium channel subunit Kv4.1)
A0A2P8YGL2,Voltage-dependent T-type calcium channel subunit alpha-1G
A0A482XGA3,Cyclic nucleotide-binding domain-containing protein
Q22U28,Cyclic nucleotide-binding domain protein
A0A1Q9E670,Sodium channel protein type 2 subunit alpha
A0A3P6RB71,Ion transport domain-containing protein
M5FUX6,Ion transport domain-containing protein
A0A3P7LKY4,Ion transport domain-containing protein
A0A4D8Y6M1,EF-hand domain-containing protein
A0A4W3IRJ4,"Inositol 1,4,5-trisphosphate receptor"
Q9UIX4,Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2)
A0A1R2ASD3,Ion transport domain-containing protein
A0A1V9XY38,Ion channel nompc-like
A0A0D7A5K9,Voltage-gated potassium channel
A0A4Y7KPQ7,Potassium channel
A0A1E5G2U8,Ion transporter
A0A6J8DFK5,Ether-a-go-go-related gene potassium channel 1
A0A1Q9EWB0,Band 7 protein
Q14B80,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2)
B7P3A2,"Voltage-gated potassium channel, putative (Voltage-gated potassium channel, putative (Fragment))"
A0A4S2LX88,Ion transport domain-containing protein
A0A267E7K5,Ion transport domain-containing protein
A0A7E6ESB8,cyclic nucleotide-gated cation channel beta-3-like isoform X5
A0A397V5J3,Ion transport domain-containing protein
A0A4Y2UP75,Potassium voltage-gated channel protein Shaw
A0A267GI42,BTB domain-containing protein
V4A1Z5,BTB domain-containing protein
A0A2T7PG53,KQT-like 1
A0A2J6LT82,Cyclic nucleotide-binding domain-containing protein
